tax_id,superkingdom,phylum,class,order,family,genus,species,clade,clade1,clade10,clade11,clade12,clade13,clade2,clade3,clade4,clade5,clade6,clade7,clade8,clade9,forma specialis,forma specialis1,isolate,kingdom,no rank,no rank1,no rank2,no rank3,section,serogroup,serotype,species group,species subgroup,strain,subclass,subfamily,subgenus,suborder,subphylum,subspecies
384,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,,,,,,,,,,,,,,
386,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,Rhizobium leguminosarum bv. trifolii,,,,,,,,,,,,,
387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,Rhizobium leguminosarum bv. viciae,,,,,,,,,,,,,
394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,,,,,,,,,,,,,,,,,,,cellular organisms,Sinorhizobium/Ensifer group,,,,,,Sinorhizobium fredii group,,Sinorhizobium fredii NGR234,,,,,,
396,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium phaseoli,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,,,,,,,,,,,,,,
399,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium galegae,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,,,,,,,,,,,,,,
403,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum extorquens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
413,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
416,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
417,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylothermaceae,,Methylomonas clara,,,,,,,,,,,,,,,,,,,cellular organisms,Methylothermaceae incertae sedis,,,,,,,,,,,,,,
433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
438,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
441,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
442,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
444,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
445,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
446,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
449,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella hackeliae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
450,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella longbeachae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
451,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia micdadei,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
452,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella spiritensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
454,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella israelensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
456,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella jordanis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
463,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter,Fluoribacter dumoffii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
468,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
470,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,
471,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,
475,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
476,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella bovis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
480,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
481,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
482,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
483,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria cinerea,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
484,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
485,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
486,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
487,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
488,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
492,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria animalis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
493,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria canis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
495,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
504,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella kingae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
506,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
507,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
511,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes faecalis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
517,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
518,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
519,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella parapertussis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
521,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella avium,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
522,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
528,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
529,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum anthropi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
535,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,,,,,,,,,,,,,,,,,,,,cellular organisms,Chromobacterium group,,,,,,,,,,,,,,
536,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum,,,,,,,,,,,,,,,,,,,cellular organisms,Chromobacterium group,,,,,,,,,,,,,,
539,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella corrodens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
542,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
543,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
544,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
545,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
546,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Citrobacter freundii complex,,,,,,,,
547,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
548,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
549,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pantoea agglomerans group,,,,,,,,
550,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Enterobacter cloacae complex,,,,,,,,
551,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
553,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
555,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,Pectobacterium carotovorum subsp. carotovorum
556,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya chrysanthemi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
563,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,Shimwellia blattae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
565,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
566,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia vulneris,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
569,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia alvei,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
570,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
571,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
575,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
577,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella terrigena,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
582,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
583,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
584,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
585,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus vulgaris,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
586,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
587,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
588,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia stuartii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
595,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,,,,,,,,,,,,,,,,,,cellular organisms,Salmonella enterica subsp. enterica serovar Infantis,,,,,,,,,,,,,,Salmonella enterica subsp. enterica
596,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,,,,,,,,,,,,,,,,,,cellular organisms,Salmonella enterica subsp. enterica serovar Muenchen,,,,,,,,,,,,,,Salmonella enterica subsp. enterica
613,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
614,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia liquefaciens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
615,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
618,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia odorifera,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
620,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
621,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
622,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
628,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus nematophila,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
629,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
630,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Yersinia pseudotuberculosis complex,,,,,,,,
633,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Yersinia pseudotuberculosis complex,,,,,,,,
635,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
636,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
637,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
638,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus nasoniae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
641,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
642,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
644,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
645,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
648,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas caviae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
651,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
652,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas schubertii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
654,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
657,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
662,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
663,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Vibrio harveyi group,,,,,,,,
666,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
668,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
669,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Vibrio harveyi group,,,,,,,,
670,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Vibrio harveyi group,,,,,,,,
672,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
673,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,Grimontia hollisae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
674,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mimicus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
675,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cincinnatiensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
676,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fluvialis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
680,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Vibrio harveyi group,,,,,,,,
686,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,,,,,,,,,,,,,,,,,,,cellular organisms,Vibrio cholerae O1 biovar El Tor,,,,Vibrio cholerae O1,,,,,,,,,,
687,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio gazogenes,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
